handle,post_handle,post,post_timestamp,post_id,like_timestamp
jenthetracy.bsky.social,mariobrothblog.bsky.social,"It's the return of the Supper Mario Broth livestreams, with an unexpected twist!
Join me on the Supper Mario Broth Twitch channel as I analyze The Curse of Monkey Island, including a showcase of Easter eggs, glitches, concept art and more! www.twitch.tv/suppermariob...",2026-05-07T17:59:09.657Z,at://did:plc:heeihz7xdhf7dbjx4befobqw/app.bsky.feed.post/3mlbs6s7svs2q,2026-05-07T18:00:15.951Z
jenthetracy.bsky.social,irhottakes.bsky.social,"It’ll take a solid 1500 years, but eventually it will become a perfectly acceptable holy relic.",2026-05-07T17:55:58.331Z,at://did:plc:rjcqo6bkgdrkneziupjty7xm/app.bsky.feed.post/3mlbrz3qy522a,2026-05-07T17:57:33.375Z
jenthetracy.bsky.social,hillarymonahan.bsky.social,Why I married him.,2026-05-07T16:48:49.419Z,at://did:plc:cetrjmezvk2esgi7g5albcek/app.bsky.feed.post/3mlboazibsk2k,2026-05-07T16:54:59.938Z
jenthetracy.bsky.social,shezcrafti.com,"GUYS! Can we start the Friday dance party early?

Here's Barbie teaching you how to do the Sidewalk Strut and Jammin' Jogger. YEAH!!!",2026-05-07T16:51:43.666Z,at://did:plc:3ak6f6h3f4f5hw2fv32wupdg/app.bsky.feed.post/3mlbog7nvuk2t,2026-05-07T16:53:36.570Z
jenthetracy.bsky.social,calebbarrett.bsky.social,"So, assuming the spokeswoman was correct, we’re spending $1,000 million per day for Iran to lose $500 million per day?",2026-05-07T16:39:07.381Z,at://did:plc:vezjfoexafjke7rkomw5sqdq/app.bsky.feed.post/3mlbnpofvd22p,2026-05-07T16:51:49.999Z
jenthetracy.bsky.social,saienx.bsky.social,"As of March 2026, Iran is generating approx $139 million per day in revenue from oil exports, primarily driven by sales to China amid the ongoing conflict in the Strait of Hormuz, according to reports from OilPrice and Bloomberg. an increase from the $115 million daily average in February 2026",2026-05-07T16:01:54.192Z,at://did:plc:7g6s2a62rlbv774cni244pdp/app.bsky.feed.post/3mlbln4ofo22p,2026-05-07T16:51:32.644Z
jenthetracy.bsky.social,shylaowai.bsky.social,"Iran is losing $500 million per day, at a cost to the U.S. military of only $1 billion per day? Or is it $2 billion? Is that about right?",2026-05-07T15:56:46.206Z,at://did:plc:zmn337c7cxmmjq4ecwenr5fw/app.bsky.feed.post/3mlbldwxh2s2d,2026-05-07T16:50:56.937Z
jenthetracy.bsky.social,johnphudson.bsky.social,"White House spokeswoman Anna Kelly defended the blockade's effectiveness. “Iran was crushed militarily. Now, they are being strangled economically ... and losing $500 million per day thanks to the U.S. Military’s successful blockade of Iranian ports.""",2026-05-07T15:26:11.571Z,at://did:plc:vt5lhndgsrzylhokv42773wg/app.bsky.feed.post/3mlbjnbe7hk2s,2026-05-07T16:50:52.748Z
jenthetracy.bsky.social,idontwanttogotousa.bsky.social,NO TANKS IN BAGHDAD!,2026-05-07T16:47:44.143Z,at://did:plc:pl5xnohgu3kupebco2bxlu7j/app.bsky.feed.post/3mlbo73aaos2b,2026-05-07T16:50:48.258Z
jenthetracy.bsky.social,midnightmasseffect.bsky.social,"this is ""sexually suggestive"" as a fucking sears underwear ad",2026-05-07T14:34:01.036Z,at://did:plc:572yoxq7xo2k3i6lgqahenvt/app.bsky.feed.post/3mlbgpxsl622q,2026-05-07T16:50:30.810Z
jenthetracy.bsky.social,midnightmasseffect.bsky.social,i see bluesky moderation added a warning. does that mean trust & safety is jerking off at their desk again?,2026-05-07T14:11:04.136Z,at://did:plc:572yoxq7xo2k3i6lgqahenvt/app.bsky.feed.post/3mlbfgwose22q,2026-05-07T16:50:25.469Z
jenthetracy.bsky.social,midnightmasseffect.bsky.social,"putting a ""suggestive"" warning on this image is what makes it ""suggestive"" in the first place

this wasnt a porny post until moderation MADE it a porny post",2026-05-07T16:43:01.607Z,at://did:plc:572yoxq7xo2k3i6lgqahenvt/app.bsky.feed.post/3mlbnwnrwms2k,2026-05-07T16:49:28.403Z
abbyhorchata.bsky.social,isobel.top,sentences that can only be written by a top secret cia program to develop a sequence of words that remotely trigger a target's brain to explode,2026-05-07T16:25:53.983Z,at://did:plc:f46ykt5mi5mjo76c6r2sirmz/app.bsky.feed.post/3mlbmxzrdks2s,2026-05-07T16:34:08.182Z
abbyhorchata.bsky.social,starsetbyte.lol,*shitposts on the internet as a trans woman* hahahaha i love painting a target on my back,2023-11-16T20:12:31.510Z,at://did:plc:mzx7sybipkgt4dgi5n6vdzpa/app.bsky.feed.post/3kedelwakd622,2026-05-07T16:32:51.599Z
abbyhorchata.bsky.social,crackermack.bsky.social,"Modern day Klan robe.

Fuck these racists.",2026-05-07T15:36:44.745Z,at://did:plc:pfndffp5agv2a2ahsxl5ldty/app.bsky.feed.post/3mlbka55qdc2b,2026-05-07T16:32:35.636Z
abbyhorchata.bsky.social,coachfinstock.bsky.social,"Rump
More Bullshit",2026-05-07T16:18:17.333Z,at://did:plc:izxpomdyri45gzhppiiyattq/app.bsky.feed.post/3mlbmkgbjbk22,2026-05-07T16:32:31.017Z
abbyhorchata.bsky.social,froggher.bsky.social,to be fair to rfk the pedophile president isn’t gonna fuck children that don’t have a healthy bronze color,2026-05-07T16:28:21.722Z,at://did:plc:35773ythvujjusivg42q6wqu/app.bsky.feed.post/3mlbn4gnxwk2a,2026-05-07T16:32:04.528Z
abbyhorchata.bsky.social,hammancheez.bsky.social,"me : phew got a lot of work done, i can relax and listen to some tunes for a bit and dissasociate

school : hi ur kid shit all over himself can u come get him

me : ahh well, neverthe",2026-05-07T16:29:08.466Z,at://did:plc:qzgy45vpvfpvbjsqhqjapghf/app.bsky.feed.post/3mlbn5tahfc2n,2026-05-07T16:31:18.544Z
abbyhorchata.bsky.social,theserfstv.bsky.social,White supremacists are openly admitting that anti trans and anti Indigenous fear mongering is working to normalize their agenda,2026-05-07T04:19:39.227Z,at://did:plc:fv2nxxac24oxk5fqztfazyuc/app.bsky.feed.post/3mlaeffpiak22,2026-05-07T04:29:50.005Z
abbyhorchata.bsky.social,holybible.bsky.social,If the pope called me I’d hang up too,2026-05-07T04:23:15.310Z,at://did:plc:aebgtgjqyh7e4vsxr45xeyrb/app.bsky.feed.post/3mlaeltpmic2w,2026-05-07T04:29:10.735Z
abbyhorchata.bsky.social,runehog.bsky.social,Get that lil fan goin,2026-05-06T01:36:41.193Z,at://did:plc:mmb3snayvehyjxlngslg4bci/app.bsky.feed.post/3ml5kt34mm22q,2026-05-07T03:25:03.661Z
abbyhorchata.bsky.social,stev.bsky.social,Turning up the heat,2026-05-06T01:33:54.684Z,at://did:plc:2vo6sg3cbwg5yh6lsyqjp47g/app.bsky.feed.post/3ml5ko4d65s2c,2026-05-07T03:25:04.027Z
abbyhorchata.bsky.social,notdefalive.bsky.social,"the best kind.

✅ house smells good when it’s cooking
✅ food is being made
✅ day gets a little bit better because of this",2026-05-06T01:39:10.004Z,at://did:plc:n3y3eiol6h76nna74w3x6kf6/app.bsky.feed.post/3ml5kxizxts2h,2026-05-07T03:25:01.793Z
paulcolam.bsky.social,mark-carney.bsky.social,Canada has what the world wants.,2026-05-07T19:34:43.805Z,at://did:plc:kx375dszrbvqtu7o4xxxmojn/app.bsky.feed.post/3mlbxjoq2uc2o,2026-05-07T19:45:50.098Z
paulcolam.bsky.social,allan1.bsky.social,,2026-05-07T10:43:42.780Z,at://did:plc:mm6nhhxc76l3kgcnz7jl6qmj/app.bsky.feed.post/3mlazu5ormc2t,2026-05-07T10:44:36.647Z
paulcolam.bsky.social,rocogirl.bsky.social,"I'm Masuke, and I'm 17 years old. I went for a walk this morning, full of energy!",2026-05-06T21:47:25.679Z,at://did:plc:hsacsqnm4zst2wg2hogvc7ns/app.bsky.feed.post/3ml7oi2cfhk24,2026-05-07T09:50:09.977Z
paulcolam.bsky.social,ottoenglish.bsky.social,I like this message.,2026-05-07T06:43:36.088Z,at://did:plc:5mqpgxjffcckasqv7h6g7itu/app.bsky.feed.post/3mlamgsfhgk2e,2026-05-07T09:49:50.887Z
paulcolam.bsky.social,beauchamp45.bsky.social,Good morning boys and girls. Happy Fursday 🐻😘🐻😘,2026-05-07T06:51:33.656Z,at://did:plc:kugqvwe4fbqmljndekngtml5/app.bsky.feed.post/3mlamuztpfs2e,2026-05-07T08:49:09.849Z
paulcolam.bsky.social,zackpolanski.bsky.social,"We have a toxic combination of low wages and high bills.

We need to make life affordable for everyone.

Make hope normal again & Vote Green. 💚

(& remember to take photo ID to the polling station!)",2026-05-07T06:14:23.145Z,at://did:plc:2yp6g7aqepdbjup33qrosebv/app.bsky.feed.post/3mlakskoaqs2b,2026-05-07T08:48:48.580Z
paulcolam.bsky.social,adriaandthepriors.bsky.social,"It’s the 6th of May and I’ve just put the heating on. 

I’m weak, my bloodline is weak, we won’t make it through the winter.",2026-05-06T19:10:15.065Z,at://did:plc:7wtbyt2bghhmikkefqq6534f/app.bsky.feed.post/3ml7foykvi22p,2026-05-06T19:55:37.274Z
paulcolam.bsky.social,wessmith123.bsky.social,Imagine that. The lawless criminal and pathological liar was lying.,2026-05-06T13:08:53.447Z,at://did:plc:joyalc27rb4kpkf2dkdc7xji/app.bsky.feed.post/3ml6ritegfk2q,2026-05-06T19:54:10.728Z
paulcolam.bsky.social,munchkin68.bsky.social,"Dear people in the U.K. please remember tomorrow
1. No politician is interested in anyone else but themselves. 
2. Don’t vote for anyone whose policies might harm someone you love. 
3. Policy promises are usually utter fucking twaddle.",2026-05-06T18:27:50.586Z,at://did:plc:4mj4jurgo5xnb5qo7hsxfjw6/app.bsky.feed.post/3ml7dd5xlok2l,2026-05-06T19:17:57.113Z
paulcolam.bsky.social,meidastouch.com,"BREAKING: The FBI is raiding the office of Virginia Senate President Pro Tempore L. Louise Lucas in Portsmouth, Virginia, according to Fox News, who was conveniently on the scene. 1/4",2026-05-06T15:14:23.807Z,at://did:plc:xjc7mkotpenvhh6ffewkdpyn/app.bsky.feed.post/3ml6yjaurlk2t,2026-05-06T19:16:40.920Z
paulcolam.bsky.social,defn28.bsky.social,Happy Hump Day #HHD,2026-05-06T18:06:59.471Z,at://did:plc:fl5h2twle7dedvzrork67roj/app.bsky.feed.post/3ml7c5usomk2q,2026-05-06T19:15:54.861Z
paulcolam.bsky.social,peterjukes.bsky.social,"If the mainstream press refuses to investigate Reform’s candidates and their scandalous backgrounds and attitudes, I guess @bylinetimes.bsky.social will have to do it. 

These are just some of our exclusives from the last couple of days

Www.bylinetimes.com",2026-05-06T16:40:49.163Z,at://did:plc:mzpfn3ueikh3g4ubea63jmda/app.bsky.feed.post/3ml75drzho22b,2026-05-06T19:14:58.859Z
paulcolam.bsky.social,zackpolanski.bsky.social,"Let's go Wales.

£1 bus fares. Rent controls.

Tomorrow is the day for a Greener Wales! 💚",2026-05-06T18:30:26.832Z,at://did:plc:2yp6g7aqepdbjup33qrosebv/app.bsky.feed.post/3ml7dhsxwls2w,2026-05-06T19:12:11.550Z
paulcolam.bsky.social,capecodpostaah.bsky.social,Fuggetaboutit!,2026-05-06T16:32:59.351Z,at://did:plc:smlcs4gzr5rdjans7j2fq7y4/app.bsky.feed.post/3ml74vrxrys2k,2026-05-06T17:23:47.309Z
paulcolam.bsky.social,zackpolanski.bsky.social,"Start to end Rip Off Britain.

Vote Green tomorrow!

www.standard.co.uk/news/politic...",2026-05-06T16:56:34.603Z,at://did:plc:2yp6g7aqepdbjup33qrosebv/app.bsky.feed.post/3ml767xnt2k2l,2026-05-06T17:23:38.956Z
paulcolam.bsky.social,luketaylorld.bsky.social,"This is unusual - but I want to thank Labour and the Greens voters today.

So many of you have told us you're backing the Lib Dems in Sutton to stop a Conservative-Reform Coalition of Chaos. Your support means so much!

We need a broad movement to beat the Conservatives and stop Reform tomorrow.",2026-05-06T16:09:28.705Z,at://did:plc:gwn66zki74w7mpyj3fkizf2u/app.bsky.feed.post/3ml73lqphsp2n,2026-05-06T17:23:33.270Z
paulcolam.bsky.social,t-antony.bsky.social,"Americans love pain and suffering. 
They will be paying for this for generations.",2026-05-06T13:24:48.556Z,at://did:plc:vba3mnu6fzlwkmxtwhj6lmai/app.bsky.feed.post/3ml6sfc7zzs22,2026-05-06T14:23:23.706Z
paulcolam.bsky.social,gtconway.bsky.social,,2026-05-06T12:58:28.604Z,at://did:plc:4lx6nur5wstwoc4wtgj56kyu/app.bsky.feed.post/3ml6qw7hvzc2t,2026-05-06T14:23:14.753Z
cmcknichols.bsky.social,clarajeffery.bsky.social,"BEEN SAYING THIS FOR MONTHS, GET IN LINE OBAMA",2026-05-07T23:58:48.045Z,at://did:plc:n74wy26n6klbv7xgrndeog7s/app.bsky.feed.post/3mlcgbuxuj22u,2026-05-07T23:59:43.636Z
cmcknichols.bsky.social,dalesnauwaert.bsky.social,I just signed a @theactionnetwork.bsky.social petition: Reject HB 698-Stop Attacking Higher Education. Sign here: actionnetwork.org/petitions/re...,2026-02-26T16:25:20.024Z,at://did:plc:adootbwbtk45qdvpnlw2d6yn/app.bsky.feed.post/3mfrmcl4jhc2n,2026-05-07T21:55:13.451Z
cmcknichols.bsky.social,gauthamrao.bsky.social,"Can't grade papers, may as well turn on the Mets, let's check in...",2026-05-07T21:49:37.005Z,at://did:plc:jrm5jtqoa6xgjxrdymbkv3ep/app.bsky.feed.post/3mlc72uywic2d,2026-05-07T21:54:25.471Z
cmcknichols.bsky.social,joshchafetz.bsky.social,Never been so relieved that I use Canvas only to post PDFs of readings and to send all-class emails.,2026-05-07T20:49:57.930Z,at://did:plc:4vd5wndiwpedc7fofjp2quxq/app.bsky.feed.post/3mlc3q7qa2k2w,2026-05-07T21:53:20.441Z
cmcknichols.bsky.social,kmtani.bsky.social,"This is what I do for my law classes, but for undergrad teaching of a large class, Canvas feels unavoidable! (Many more evaluations & assignments to collect & grade.) My head is spinning right now....",2026-05-07T21:50:26.115Z,at://did:plc:ndh4rhcgp2kzreho2chofu3k/app.bsky.feed.post/3mlc74dtnhs2b,2026-05-07T21:53:19.358Z
cmcknichols.bsky.social,sethcotlar.bsky.social,"Just had Canvas stop working as I was typing comments on a student paper. I now can’t access anyone’s work or grades. Strangely, this never happened back when I used a grade book and had students email me their papers, a system no shareholders extracted money from.",2026-05-07T20:39:42.892Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mlc35v6pzs23,2026-05-07T21:52:29.367Z
cmcknichols.bsky.social,the-independent.com,"Trump’s ‘cruel and lawless’ deportation scheme spent $44M sending 17,400 people to places they’ve never been, report finds",2026-05-07T21:50:45.144769Z,at://did:plc:yc54nj2zlnqrdotewpkbrauy/app.bsky.feed.post/3mlc74w2ckj2v,2026-05-07T21:52:18.556Z
cmcknichols.bsky.social,vscharff.bsky.social,Good news!,2026-05-07T21:51:18.486Z,at://did:plc:vc5wukttpib4uj2zovj3pura/app.bsky.feed.post/3mlc75vru2c2o,2026-05-07T21:52:10.716Z
cmcknichols.bsky.social,scottbot.net,ACLS / MLA / AHA / Authors Guild won the NEH case against the mass termination of grants.,2026-05-07T21:24:36.309Z,at://did:plc:c5pgebskvz35wxtkopm7osm5/app.bsky.feed.post/3mlc5o5td2c27,2026-05-07T21:51:36.754Z
cmcknichols.bsky.social,bakerdphd.bsky.social,"Ummmmm guys...

I just went to canvas to do something for class and this is all I can see.

IT has said nothing and my students need to use this to submit assignments and I need it to grade and also what information are we being blackmailed with and...Well, things are going great!",2026-05-07T20:14:19.165Z,at://did:plc:ozma3timm5c32fa7bimb4zaj/app.bsky.feed.post/3mlbzqi37ns27,2026-05-07T21:04:19.056Z
cmcknichols.bsky.social,jaylyall.bsky.social,Same at Dartmouth,2026-05-07T20:27:55.045Z,at://did:plc:7zth3zylqnmt76bbyyry2xbl/app.bsky.feed.post/3mlc2is4y6c2h,2026-05-07T20:30:16.110Z
cmcknichols.bsky.social,daviddarmofal.bsky.social,Homan’s going after Dreamers because he’s never believed in the American Dream himself.,2026-05-07T20:28:11.216Z,at://did:plc:zctue4vtjwztlygf2lu7ydtm/app.bsky.feed.post/3mlc2jbptfq2m,2026-05-07T20:30:11.868Z
cmcknichols.bsky.social,beyer.house.gov,"USA Today: Gas prices rising in all 50 states as average nears $5 — how much worse will it get?
www.usatoday.com/story/cars/n...",2026-05-07T20:27:49.088Z,at://did:plc:dhvvqy2dcefrk35kudxclkyd/app.bsky.feed.post/3mlc2imh6s226,2026-05-07T20:29:56.755Z
cmcknichols.bsky.social,annabower.bsky.social,"EXCLUSIVE: In 2022, a Georgia grand jury investigated Trump’s alleged interference in the 2020 election. It heard from more than 60 witnesses. 

For years, the full record of what those witnesses said under oath has remained hidden from public view.

Until now.

www.lawfaremedia.org/projects-ser...",2026-05-07T19:24:53.714Z,at://did:plc:t4x2ruk2qmob2b2cx55h4v7r/app.bsky.feed.post/3mlbwy3ybtk2c,2026-05-07T20:29:47.044Z
cmcknichols.bsky.social,robertscotthorton.bsky.social,Beautiful.  Donald Trump decides he will celebrate the 250th anniversary of American independence by imposing new unlawful taxes on US citizens.  apnews.com/article/trum...,2026-05-07T19:49:56.770Z,at://did:plc:nyjm4ylfid2a7mjm6varxuiq/app.bsky.feed.post/3mlbyevfl7s2q,2026-05-07T20:29:17.183Z
cmcknichols.bsky.social,leahsottile.bsky.social,Your students were such a pleasure to spend time with. I learned so much from them!,2026-05-07T16:13:38.187Z,at://did:plc:46s4wbzhuxeptdkw2p32o6zr/app.bsky.feed.post/3mlbmc42lsk2t,2026-05-07T18:34:16.623Z
cmcknichols.bsky.social,sethcotlar.bsky.social,"Our conversation with Leah opened with each student introducing themselves and saying why they were interested in taking a class on this topic. What struck Leah was how ""the far right"" was not an abstraction for most students, but was instead a very familiar, even intimate, aspect of their lives.",2026-05-07T16:08:34.754Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mlblz2yro22z,2026-05-07T18:34:04.241Z
cmcknichols.bsky.social,sethcotlar.bsky.social,"For this piece I was able to track down a young progressive Oregonian who, in the 1960s, started attending John Birch Society meetings out of curiosity. He ended up getting assaulted at a 1963 right wing meeting in Eugene hosted by a future OR GOP chair. rightlandia.ghost.io/the-everyday...",2026-05-07T16:12:59.206Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mlbmawuygc2z,2026-05-07T18:33:55.964Z
cmcknichols.bsky.social,sethcotlar.bsky.social,"One theme of the course was how ""the far right"" has become an object of curiosity and concern at different moments in US history. It happened in the 30s as fascist groups emerged across the US. It happened in the 60s when the John Birch Society was in the news. It happened after the OKC bombing.",2026-05-07T16:10:55.874Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mlbm5bb6zc2z,2026-05-07T18:33:36.775Z
cmcknichols.bsky.social,sethcotlar.bsky.social,"This semester I taught a course on the History of the Far Right in the US. We were lucky to have one of the Pacific Northwest's best contemporary chroniclers and interpreters of the far right, @leahsottile.bsky.social, visit the class. This piece by Leah was inspired by what she heard students say.",2026-05-07T16:08:34.753Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mlblz2ojk22z,2026-05-07T18:33:22.153Z
cmcknichols.bsky.social,insidehighered.com,"Designing Successful Free College Programs

New research from the Brookings Institution highlights better and worse ways to craft a free college program. Here’s how researchers think lawmakers can get it right. https://bit.ly/4cXnXUy

#EDUSky #HigherEd #AcademicSky",2026-05-07T16:13:04.834685185Z,at://did:plc:q5jyiiwq2phghraetyo2tkvt/app.bsky.feed.post/3mlbmb4bmxl2s,2026-05-07T18:33:09.663Z
cmcknichols.bsky.social,samd.bsky.social,still thinking about that Goldman Sachs “analysis” that predicted we would be at 120% of normal traffic in the strait of Hormuz by now,2026-05-07T02:07:39.727Z,at://did:plc:gouysuoxatjdb5bjcqe4sfh7/app.bsky.feed.post/3mla4zeze6s2z,2026-05-07T02:10:25.239Z
cmcknichols.bsky.social,rauchway.bsky.social,"This is exceptionally silly stuff, and I don't know who could be taking it seriously. The ""major questions doctrine"" is a straightforward insertion of the Court into political matters; so too are Roberts's revealed concerns about the effect of environmental regulation on businesses.",2026-05-07T00:55:19.981Z,at://did:plc:6brknehpd7ecbvd56ko6mhlm/app.bsky.feed.post/3ml7yy2crz22v,2026-05-07T01:00:20.992Z
cmcknichols.bsky.social,nathankalmoe.bsky.social,"To me, this was the lowest bar: endorsement of exactly the same stuff. Important to judge as an extreme baseline. Support is higher for more recent suppression innovations from Reps.",2026-05-07T00:58:59.120Z,at://did:plc:4q6ctl7imutpx4wxfzub554r/app.bsky.feed.post/3ml7z6lcews2m,2026-05-07T01:00:03.680Z
cmcknichols.bsky.social,renatakeller.bsky.social,What a cool opportunity!! #History 🗃️,2026-05-06T21:17:38.231Z,at://did:plc:2vqa2nwyfizgw5vftc25qzln/app.bsky.feed.post/3ml7msrnuq22h,2026-05-07T00:59:17.482Z
ls2000.bsky.social,janeeyrie.bsky.social,"I love the creepy Tarkovsky version, too. The whole film really stuck with me.",2026-05-05T20:56:48.286Z,at://did:plc:ftxua4blxotqk2rzzbesbw3m/app.bsky.feed.post/3ml536m5rec2b,2026-05-07T15:57:25.325Z
ls2000.bsky.social,breelundberg.com,So many people panicking about hantavirus but stopped wearing masks to protect against much more transmissible covid. Ok.,2026-05-07T15:04:42.720Z,at://did:plc:flge3s7cpcrjwfkf6ib66qqr/app.bsky.feed.post/3mlbigu66s22l,2026-05-07T15:55:11.444Z
ls2000.bsky.social,owillis.bsky.social,"filthy disease riddled billionaires want hand outs from the government and to mix with hard working patriotic americans. they commit more crime than the average american and some of them even have deep involvement in pedophile sex trafficking. these are sick, sick animals.",2026-05-07T15:51:27.547Z,at://did:plc:2orsuabrdskjpuglpru77po2/app.bsky.feed.post/3mlbl2h2ook2e,2026-05-07T15:53:33.825Z
ls2000.bsky.social,jamesgoodwin.bsky.social,Thinking of starting a chain of hotels for boring awkward people called LinkedInn,2026-05-07T14:17:09.259Z,at://did:plc:as2d3pyjaxmuxnmfkdzz564h/app.bsky.feed.post/3mlbfrsvgsk26,2026-05-07T15:52:27.280Z
ls2000.bsky.social,grumpymartian.bsky.social,Maybe jalepeno watermelon lemonade?,2026-05-06T21:46:51.488Z,at://did:plc:ekhn7io3357uxqijnyfdqwsc/app.bsky.feed.post/3ml7ogzoys22h,2026-05-06T21:58:22.590Z
tobyontv.bsky.social,josiahmortimer.bsky.social,Ofcom-regulated (GB News) TV presenter latest,2026-05-07T18:35:41.952Z,at://did:plc:6laekojw3whqu64tlaxopvgx/app.bsky.feed.post/3mlbua4yh5k2q,2026-05-07T18:37:10.566Z
tobyontv.bsky.social,permaconfused.bsky.social,I'm pretty sure this counts as one of my five a day. Possibly even two.,2026-05-07T16:19:06.366Z,at://did:plc:pootppjy7gglhnpo3lpvajje/app.bsky.feed.post/3mlbmlv2cqc2q,2026-05-07T16:19:54.585Z
tobyontv.bsky.social,theonion.com,RFK Jr. Sucks Measles Vaccine Out Of Infant ,2026-05-04T15:00:35.292946649Z,at://did:plc:a4pqq234yw7fqbddawjo7y35/app.bsky.feed.post/3mkzwspuubt2t,2026-05-07T15:49:17.073Z
tobyontv.bsky.social,scribblerevans.bsky.social,There truly are some of “my people” in that crew 😂,2026-05-07T14:47:13.469Z,at://did:plc:lj7y6cela5yhf7lpnohuvu4e/app.bsky.feed.post/3mlbhhljkn22r,2026-05-07T15:48:37.234Z
tobyontv.bsky.social,rostaylor.bsky.social,"Since I've been editing a report for Transparency Intl this week that looks at this, we should know:

- how much Reform paid the Standard
- any in-kind donations it also made
- any donations the Standard's owner has made to political parties or Reform-aligned funds.

We won't.",2026-05-07T13:48:36.708Z,at://did:plc:adxvqfrecodxe3dmqfmui7g5/app.bsky.feed.post/3mlbe6rojps26,2026-05-07T13:52:30.564Z
tobyontv.bsky.social,ladyof7.bsky.social,"To be fair, it's terribly nice of Reform to give London cat owners free liners for their litter trays.",2026-05-07T13:46:02.557Z,at://did:plc:cbfsa3uaqxx5pvq6f53sd2oz/app.bsky.feed.post/3mlbe26onck2p,2026-05-07T13:46:41.211Z
tobyontv.bsky.social,roberthutton.co.uk,"Reminder that the actual Conservative Party put out a press release suggesting that this theft was actually part of a government ""cover up"". 
www.bbc.co.uk/news/article...",2026-05-07T12:37:18.839Z,at://did:plc:q5gcp6cimv6hc4tpigkcghtn/app.bsky.feed.post/3mlba7bydbk2z,2026-05-07T13:04:27.612Z
tobyontv.bsky.social,nikitagill.bsky.social,A reminder that this is why we make fun of The Odyssey. The book would not exist if Odysseus was not such a complete chaos goblin who was busy causing problems for himself by arguing with Gods and being a shit navigator. There is no way to make an extremely serious movie out of this material.,2026-05-07T10:54:50.692Z,at://did:plc:hyyqshfmzarjhybykciopfw6/app.bsky.feed.post/3mlb2i2nufk2z,2026-05-07T13:00:57.914Z
tobyontv.bsky.social,twlldun.bsky.social,"Someone should ask Kemi Badenoch whether she stands by the very normal insinuation she made, that the theft didn’t happen and this was all a cover-up",2026-05-07T12:55:20.402Z,at://did:plc:lzjiayojmwxy6v6rplgrbpo2/app.bsky.feed.post/3mlbb7jgz5c2y,2026-05-07T12:58:57.832Z
tobyontv.bsky.social,simonproctor.bsky.social,Delighted for everyone involved. 👏👏👏,2026-05-07T12:02:42.591Z,at://did:plc:lnrivnaeglfg3tsutisxlsyz/app.bsky.feed.post/3mlb6bfwccs2h,2026-05-07T12:57:19.105Z
tobyontv.bsky.social,julianshea.bsky.social,"As the Scottish football season hurtles towards a mad conclusion, this is a good time to remind yourself of Hearts' eye-popping backstory. Be careful what saviour you wish for. www.bbc.co.uk/programmes/m...",2026-05-07T10:48:11.324Z,at://did:plc:4awt3zmwdehq3gy7izzpq3sx/app.bsky.feed.post/3mlb245s2n22s,2026-05-07T11:01:43.019Z
tobyontv.bsky.social,jamesbluecat.bsky.social,Can't wait to see how Labour's strategy of showing open contempt for the people who voted for them while desperately sucking up to people who'll never vote for them in a million years works out.,2026-05-07T10:20:29.025Z,at://did:plc:nilqutuef3xgifpfsd6bihgq/app.bsky.feed.post/3mlaykmios222,2026-05-07T10:45:39.934Z
tobyontv.bsky.social,jacobwhitehead.bsky.social,"150,000 have been killed in Sudan over the past two years.

Calls are increasing to sanction #MCFC owner & UAE deputy PM Sheikh Mansour over the UAE's alleged funding of the war.

UK government action would force a sale — this is the current situation:",2026-05-07T07:13:31.657Z,at://did:plc:edo47mypxqdaq6bkqdvjvabk/app.bsky.feed.post/3mlao4crru22x,2026-05-07T10:27:15.737Z
tobyontv.bsky.social,rossmc11.bsky.social,"I would love to have seen Lorne Michaels' reaction, although kudos to him and others for letting them get on with it and just trusting it's funny.",2026-05-07T09:42:39.272Z,at://did:plc:yzdrrfzgkanpyp62uv5gssq7/app.bsky.feed.post/3mlawgxve422h,2026-05-07T10:24:52.512Z
tobyontv.bsky.social,edmorrish.com,"on instagram george said it was something he, hammed and al bonded over the first day they met",2026-05-07T09:28:18.693Z,at://did:plc:zhglb2ub3qwkn2kpxlwekst3/app.bsky.feed.post/3mlavnd6jx22p,2026-05-07T09:30:28.944Z
tobyontv.bsky.social,happytoast.co.uk,Can you even call yourself a patriot if you don't?,2026-05-07T09:25:47.005Z,at://did:plc:j26mwwrlkfqsy2thubwg7or6/app.bsky.feed.post/3mlavisjj222f,2026-05-07T09:26:37.684Z
tobyontv.bsky.social,roberthutton.co.uk,"""The Tory Party knows it made mistakes in government and has put those rows behind it, but also I want to be clear that Kemi is committed to keeping Dom's seven-year-old grudge fights going.""",2026-05-07T08:54:01.938Z,at://did:plc:q5gcp6cimv6hc4tpigkcghtn/app.bsky.feed.post/3mlatpzpe5c25,2026-05-07T09:21:57.904Z
tobyontv.bsky.social,coldwarsteve.bsky.social,,2026-05-07T07:49:02.688Z,at://did:plc:h3dadagqbymbiy3kv6t4fuha/app.bsky.feed.post/3mlaq3t3rqk2h,2026-05-07T09:16:26.865Z
