uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count,news_or_opinion_category,is_political,is_self_contained,is_structurally_complete,toxicity_prob,toxicity_tier,political_stance
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmz36yuhwk2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmz36yuhwk2q,kevinleecaster.bsky.social,"Perhaps Norway exceeds that, but that is such a small market compared to California they're really not comparable imo.

Plus, the state budget issues in those two states (Norway is a nation state) are vastly different as well in terms of dealing with transitioning their economies off of fossil fuels",2026-05-29 12:36:45.914000-05:00,0,0,1,0,opinion,True,True,True,0.0075710523,low,neutral
at://did:plc:jy7ubxdbebjkh6odfwjctl7p/app.bsky.feed.post/3mmz2z6nejk2q,https://bsky.app/profile/chariselee.bsky.social/post/3mmz2z6nejk2q,chariselee.bsky.social,"America doesn’t care about us or our environment
We barely use green energy at all. They make money off coal & fossil fuels. Proof  that capitalism does not drive innovation & progress. It only drives greed.",2026-05-29 12:33:30.647000-05:00,15,6,3,1,opinion,True,True,True,0.15490346,medium,left
at://did:plc:6c7edzlxccnun75kximgjfad/app.bsky.feed.post/3mmz2czhobs27,https://bsky.app/profile/pascalswager.bsky.social/post/3mmz2czhobs27,pascalswager.bsky.social,"- Destroy all physical evidence of Trump in the WH or DC vicinity
- Raise taxes on rich and corporations 
- Rollback Trump impediments to renewable energy
- Medicare for All
- No increase for Defense until it completes an audit
- Rejoin international agencies",2026-05-29 12:21:07.020000-05:00,7,0,0,0,opinion,True,True,True,0.11140333,medium,left
at://did:plc:5hqiqrfxaa3we6cyk3neyet3/app.bsky.feed.post/3mmz25pbvn22u,https://bsky.app/profile/wuhanclams.bsky.social/post/3mmz25pbvn22u,wuhanclams.bsky.social,"Climate scientists have been quite clear that we need to stop burning fossil fuels immediately, yet there isn't a country on Earth where you can't burn all the fossil fuels you want, so long as you can afford it.",2026-05-29 12:18:08.566000-05:00,1,0,0,0,opinion,True,True,True,0.013005874,low,left
at://did:plc:tymf6jjpl7xqiorkj5kfkxrk/app.bsky.feed.post/3mmyyipttqs2n,https://bsky.app/profile/joebowd.bsky.social/post/3mmyyipttqs2n,joebowd.bsky.social,"HUMANS USING FOSSIL FUELS CAN DESTROY THIS PLACE.  RENEWABLE ENERGY CAN SAVE IT BUT TRUMP IS INVESTED IN FOSSIL FUELS AND HE WANTS TO OPEN UP NEW AREAS FOR OIL DRILLING. LUCKy FOR US, ENOUGH PEOPLE IN OTHER PLACES AROUND THE WORLD, ARE MOVING AHEAD WITH RENEWABLES.",2026-05-29 11:48:30.775000-05:00,0,0,0,0,opinion,True,True,True,0.040925518,low,left
at://did:plc:rtx6csb6iivbnt2nyr7jfwm4/app.bsky.feed.post/3mmyyhm2bkc2n,https://bsky.app/profile/sonyasteele.bsky.social/post/3mmyyhm2bkc2n,sonyasteele.bsky.social,Steyer has spent over $200 million dollars of his profits from fossil fuels and private prisons to buy every person he can and is now smearing the most experienced democrat instead of the republican. Why? He wants the power. Steyer serves himself. Becerra has always served the people.,2026-05-29 11:47:53.235000-05:00,3,0,0,0,opinion,True,True,True,0.11181668,medium,left
at://did:plc:vao23dmph7uezdt3gzk7nxwm/app.bsky.feed.post/3mmyydr2de22n,https://bsky.app/profile/dfeldman.org/post/3mmyydr2de22n,dfeldman.org,"It’s more about the wasted energy, all of it from fossil fuels here. Also methane released into the atmosphere is a much more potent greenhouse gas than CO2- although some of it did burn up I suppose.",2026-05-29 11:45:44.265000-05:00,1,0,0,0,opinion,True,True,True,0.014890783,low,left
at://did:plc:iwph7lvihzselxoahyepgtnp/app.bsky.feed.post/3mmyy7u7fhk2u,https://bsky.app/profile/nojustdan.bsky.social/post/3mmyy7u7fhk2u,nojustdan.bsky.social,The rest of the world is moving past fossil fuels. Thanks to fossil fuel lobbyists I’m afraid the US will be the last place on earth to change.,2026-05-29 11:43:33.359000-05:00,2,0,0,0,opinion,True,True,True,0.05354243,low,left
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyy4go7h22q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmyy4go7h22q,kevinleecaster.bsky.social,"California, who has one of the highest EV penetration rates in the world, has started to deal with impacts of falling demand for fossil fuels.

It's a very tricky aspect of the energy transition as we're seeing in the elections there next week.",2026-05-29 11:41:38.501000-05:00,0,0,1,0,opinion,True,True,True,0.008544922,low,neutral
at://did:plc:xqgtq6a74y3dir46oy3dm7ev/app.bsky.feed.post/3mmyxue6g6k2y,https://bsky.app/profile/happygranny.bsky.social/post/3mmyxue6g6k2y,happygranny.bsky.social,GOP is doing the best to put us into a dark age and put the US in danger of loosing the renewable energy race.,2026-05-29 11:37:07.451000-05:00,1,0,0,0,opinion,True,True,True,0.10089093,medium,left
at://did:plc:5amgldjhwzn3ns7bvtxobdhk/app.bsky.feed.post/3mmyxc3amhc25,https://bsky.app/profile/elljay649.bsky.social/post/3mmyxc3amhc25,elljay649.bsky.social,I have been hoping and praying that what we are witnessing the death throes of patriarchy and fossil fuels. I am losing that hope more and more by the day.,2026-05-29 11:26:54.105000-05:00,0,0,0,0,opinion,True,True,True,0.11739369,medium,left
at://did:plc:oa6sv5tk56lwrlfultax2ene/app.bsky.feed.post/3mmyx2zs56c2p,https://bsky.app/profile/ggwwrights.bsky.social/post/3mmyx2zs56c2p,ggwwrights.bsky.social,"May 29 - International Day of United Nations Peacekeepers
It's time to pursue Peace instead of war and refit weapons industry to renewable energy. #StopKillingPeople",2026-05-29 11:22:57.701000-05:00,0,0,0,0,opinion,True,True,True,0.16765249,medium,left
at://did:plc:f45rmqrfxsgogceeitwosszx/app.bsky.feed.post/3mmywmmjv2c2q,https://bsky.app/profile/dcrinyyc.bsky.social/post/3mmywmmjv2c2q,dcrinyyc.bsky.social,"by increasing the production of said fossil fuels. The goal is the elimination of this 100+ year old globally harmful practice. 

If you accept the findings of climate science, you need to get comfortable with this reality. No matter where you live.",2026-05-29 11:14:54.034000-05:00,10,0,1,0,opinion,True,True,True,0.017466826,low,left
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmz7rz4eek2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmz7rz4eek2q,kevinleecaster.bsky.social,"I do understand your position on the ""degree"" of climate science denial between those who support the immediate growth of a Carbon Dioxide Removal industry and the economy versus those who oppose doing that. At least they do, I assume we agree that everyone should decarbonize their lives asap.",2026-05-29 13:58:58.675000-05:00,0,0,1,0,opinion,True,True,True,0.020607091,low,neutral
at://did:plc:loso44gbzbpofvs2junrhc66/app.bsky.feed.post/3mmz33u67ms22,https://bsky.app/profile/nicky.wiki/post/3mmz33u67ms22,nicky.wiki,"At the very least it sounds broadly similar to a carbon tax, which functions primarily not to raise revenue but to make carbon a less competitive choice for the buyer",2026-05-29 12:35:00.327000-05:00,1,0,2,0,opinion,True,True,True,0.005686143,low,neutral
at://did:plc:z7sczf52yowa5fn6w35af53u/app.bsky.feed.post/3mmyrsqvfgk2u,https://bsky.app/profile/spacedoutspaceman.bsky.social/post/3mmyrsqvfgk2u,spacedoutspaceman.bsky.social,"No, we know very well how problematic fossil fuels are.

It's going to require advances in science and technology to help resolve those issues 

Climate science would barely exist without the satellites we have in orbit.

You, are indeed the ignorant one here. But you don't have to be. 

Study up.",2026-05-29 09:48:51.226000-05:00,0,0,0,0,opinion,True,True,True,0.52139956,medium,left
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmypxhih2c2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmypxhih2c2q,kevinleecaster.bsky.social,"If you oppose using captured CO2 for enhanced oil recovery, you are a climate science denier and a fossil fool since people are still buying fossil fuels EOR is going to take place.

It's far better to use captured CO2 than it is to extract fossil CO2 from deep underground.",2026-05-29 09:15:41.653000-05:00,0,0,1,0,opinion,True,True,True,0.47886392,medium,left
at://did:plc:hfpkv5nx444vx34nbqqkafnt/app.bsky.feed.post/3mmypgieits2b,https://bsky.app/profile/ronsteenblik.bsky.social/post/3mmypgieits2b,ronsteenblik.bsky.social,I wouldn’t be so absolute. There are many people who are not climate-science deniers who are opposed to particular CDS projects if the CO2 is going to be used for enhanced oil recovery. (I’m not suggesting that’s the reason in this case.),2026-05-29 09:06:12.148000-05:00,0,0,1,0,opinion,True,True,True,0.012314741,low,neutral
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyovgv4lc2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmyovgv4lc2q,kevinleecaster.bsky.social,Progress in California largely goes unnoticed because the fossil fuel industry has convinced most people to despise California ever since they implemented a carbon tax.,2026-05-29 08:56:40.170000-05:00,0,0,0,0,opinion,True,True,True,0.050573748,low,left
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyofam3us2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmyofam3us2q,kevinleecaster.bsky.social,"A reminder that only climate science deniers oppose carbon dioxide sequestration.

I despise NIMBYs like these who are willing to let our planet burn rather than helping to protect it.",2026-05-29 08:47:36.712000-05:00,0,0,1,0,opinion,True,True,True,0.23667802,medium,left
at://did:plc:vhxpr7rmohblmq4mg5q3yhga/app.bsky.feed.post/3mmynr62fbc2z,https://bsky.app/profile/themrneutron.bsky.social/post/3mmynr62fbc2z,themrneutron.bsky.social,"The +1.5°C/2°C framing has always been an issue for me...

Those were never safe thresholds, they were negotiated political targets that represented what was deemed achievable, then reframed as safety boundaries. 

The actual climate science never said 1.49°C was safe and 1.51°C was dangerous.",2026-05-29 08:36:22.946000-05:00,5,0,1,0,opinion,True,True,True,0.010429831,low,left
at://did:plc:dcqe6ztd46q6cbzm25fa7aex/app.bsky.feed.post/3mmykt3avm22x,https://bsky.app/profile/mattswift.bsky.social/post/3mmykt3avm22x,mattswift.bsky.social,"Is it a bad thing?
Adam smith was quite clear that taxation should be used to increase the true costs associated with negative externalities so that the market can function correctly. 
An example of this might be a carbon tax. 
The more we simplify over all taxes, the less useful they are for this",2026-05-29 07:43:45.896000-05:00,1,0,1,0,opinion,True,True,True,0.045625936,low,neutral
at://did:plc:xnmkjaouspdzqv4hzvvcf3j3/app.bsky.feed.post/3mmyfbwuwwj2q,https://bsky.app/profile/euobserver.com/post/3mmyfbwuwwj2q,euobserver.com,"Having been shut out of the 'design' of the EU's carbon levy, Africa should hit back with its own carbon tax, says the chief economist at the UN Economic Commission for Africa.",2026-05-29 06:04:42.147000-05:00,1,1,0,0,opinion,True,True,True,0.034513097,low,neutral
at://did:plc:vggunpnicjhemh2thquhcgth/app.bsky.feed.post/3mmyehnmod22x,https://bsky.app/profile/wulliemacdubh.bsky.social/post/3mmyehnmod22x,wulliemacdubh.bsky.social,"Idealogy+Activism—->Zealotry.
Always beware The Zealots. 

They all have “their Truth”, which is unassailable and impervious to little people and infidels. We need them to spark  change but they can’t be given power.

I spent more time explaining the math of carbon tax and the rebate than he did.",2026-05-29 05:50:00.052000-05:00,2,1,0,0,opinion,True,True,True,0.08874765,low,unclear
at://did:plc:ul6257nlxim4rdn7i7ujruy2/app.bsky.feed.post/3mmye23smqc2w,https://bsky.app/profile/kryton3298.bsky.social/post/3mmye23smqc2w,kryton3298.bsky.social,"The administration’s slow erosion of modest heat protections like the National Emphasis Program won’t get the same kind of attention as Trump Cabinet members’ bombastic sound bites about being in a “golden era” of fossil energy, or Trump himself posting nonsense about climate science on social media",2026-05-29 05:42:25.166000-05:00,5,5,0,1,opinion,True,True,True,0.30319387,medium,left
at://did:plc:rvxsw2jtyf5kvoevlj6l22vk/app.bsky.feed.post/3mmyad4gexs2c,https://bsky.app/profile/adaloveslace.bsky.social/post/3mmyad4gexs2c,adaloveslace.bsky.social,The absolutely crazy thing is even most Reform supporters trust climate science but still enjoy bashing experts and concensus.,2026-05-29 04:35:52.835000-05:00,0,0,0,0,opinion,True,True,True,0.19986437,medium,unclear
at://did:plc:bnrbtw6jsib7wknhaet7gvcl/app.bsky.feed.post/3mmy6nhmszc26,https://bsky.app/profile/zom-poc.bsky.social/post/3mmy6nhmszc26,zom-poc.bsky.social,"Science proves human pollution is having a measurable impact on climate.

Science also proves humans had zero impact on the beginning and end of the last ice age.
(Earth just does shit 🤷🏻‍♂️)",2026-05-29 04:05:52.641000-05:00,1,0,1,0,opinion,True,True,True,0.5140397,medium,unclear
at://did:plc:4hcakeaznxxhheyymlm5fyor/app.bsky.feed.post/3mmy3slax5c2y,https://bsky.app/profile/bmhayward.bsky.social/post/3mmy3slax5c2y,bmhayward.bsky.social,"The UK Met office isn’t ‘a’ or ‘some’ scientist, it’s the UK’s authoritative voice on climate & as RNZ states there’s clear evidence that global heating is exacerbating these temperatures 

So how are we regressing in TVNZ climate reporting with equivocal statements? climate science editors matter",2026-05-29 03:15:02.993000-05:00,21,2,2,0,opinion,True,True,True,0.014073989,low,left
at://did:plc:u7hxef7qmcryysno4htqhdcb/app.bsky.feed.post/3mmy35gpun22i,https://bsky.app/profile/scriptorialtd.bsky.social/post/3mmy35gpun22i,scriptorialtd.bsky.social,"Falling #deforestation rates in Brazil and the reduction of global temperature projections: this month’s positive news stories remind us that progress is possible. 🌍 May also marked Sir David Attenborough’s 100th birthday. 🥳

Read more. ⬇️

#StorytellingForChange #Attenborough #GreenGrowth #IPCC",2026-05-29 03:03:13.585000-05:00,1,0,0,0,opinion,True,True,True,0.0072569004,low,left
at://did:plc:2ebzd33hp2r7rws4rl4rizfl/app.bsky.feed.post/3mmy2gdgtak2k,https://bsky.app/profile/weareluigi.bsky.social/post/3mmy2gdgtak2k,weareluigi.bsky.social,"Yeah, turns out the Green New Deal could have made us global leaders in electric cars… but, we burned a few more millions of pounds of coal, and that provided a couple thousand jobs! #Winning",2026-05-29 02:50:18.402000-05:00,3,0,0,0,opinion,True,True,True,0.013382856,low,right
at://did:plc:7oc6pe6qxsppluxr3ehwpg5i/app.bsky.feed.post/3mmxyelfcfr2k,https://bsky.app/profile/mmt-action.bsky.social/post/3mmxyelfcfr2k,mmt-action.bsky.social,"Green New Deal campaigners keep hearing ""we can't afford it."" They're wrong about what can't be afforded. A currency issuer can always buy real resources; labour, materials, energy infrastructure.

#MMT #Economics #PolicyDemand #ClimateAction #GreenNewDeal",2026-05-29 02:13:32.136632-05:00,3,4,0,0,opinion,True,True,True,0.010429831,low,left
at://did:plc:qzszddraggl4m5d2wskzvetl/app.bsky.feed.post/3mmxwnhmhvz2y,https://bsky.app/profile/iami.earth/post/3mmxwnhmhvz2y,iami.earth,That assessment is the gap between knowing and doing. The UK has some of the best climate science in the world and some of the most poorly adapted housing stock. The knowledge exists. The infrastructure does not. The distance between them is not technical. It is political.,2026-05-29 01:42:42-05:00,0,0,0,0,opinion,True,True,True,0.02107848,low,left
at://did:plc:wm5b3q2znvnatujmm46yucon/app.bsky.feed.post/3mmxvjlb4tk23,https://bsky.app/profile/aldunne.eurosky.social/post/3mmxvjlb4tk23,aldunne.eurosky.social,"Thwaites Glacier collapsing, AMOC weakening, ‘Super’ El Niño impending. there should be a Nuremberg for the people who have actively fought back against climate science these last decades",2026-05-29 01:22:38.557000-05:00,5,0,0,0,opinion,True,True,True,0.091913216,low,left
at://did:plc:z77ilmnboc6u2763u4do7w5l/app.bsky.feed.post/3mmxr6mg2jk2k,https://bsky.app/profile/rivasad.bsky.social/post/3mmxr6mg2jk2k,rivasad.bsky.social,The 2015 Paris Agreement was that CO2 emissions would peak before 2025 at the latest and by 2030 would be 43% lower. We are absolutely not moving in the right direction,2026-05-29 00:04:55.703000-05:00,5,0,0,0,opinion,True,True,True,0.007539637,low,left
at://did:plc:fv256ijb3ftgb6hewcujshxw/app.bsky.feed.post/3mmxn77hlp227,https://bsky.app/profile/ubiquity75.xyz/post/3mmxn77hlp227,ubiquity75.xyz,"“When charges of antisemitism are cynically used to suppress free speech, abolish trans healthcare, climate science, gender studies, pediatric cancer treatment and diversity initiatives, Frenk’s failure to put these events in context is a striking abdication of responsibility towards our community.”",2026-05-28 22:53:40.617000-05:00,7,1,1,0,opinion,True,True,True,0.079250954,low,right
at://did:plc:xue5swnq6tayordlqnfretto/app.bsky.feed.post/3mmxlgy5gps2k,https://bsky.app/profile/sarava.net/post/3mmxlgy5gps2k,sarava.net,"I agree that climate science should distance itself from the storylines. Also, I don't think climate sensitivity is built into concentration scenarios, but crude assumptions about carbon cycle are used to convert emissions to concentrations. (Wouldn't it be circular to build in climate sensitivity?)",2026-05-28 22:22:13.987000-05:00,0,0,0,0,opinion,True,True,True,0.023788974,low,neutral
at://did:plc:5nswjcka6ohc27d34u3sy7mv/app.bsky.feed.post/3mmxeouevm22w,https://bsky.app/profile/mrbusinessthecat.bsky.social/post/3mmxeouevm22w,mrbusinessthecat.bsky.social,"Trump’s NC disciples are successfully protecting us from ""woke"" climate science by letting our insurance premiums hit orbit. Who needs a coast when you can just pay $500 more a month for the privilege of watching your house slide into the Atlantic? Truly, a populist victory. #NCPol",2026-05-28 20:21:22.281000-05:00,0,0,0,0,opinion,True,True,True,0.03639866,low,right
at://did:plc:s35z2qcycwi2ogyzogczui7x/app.bsky.feed.post/3mmx5p6mirk2k,https://bsky.app/profile/nogravitasatall.bsky.social/post/3mmx5p6mirk2k,nogravitasatall.bsky.social,"Trump tearing up the JCPOA may turn out to be the most significant single decision to hasten the renewable energy transition .

The Straits of Hormuz will ever be a sword of Damocles over the supply routes. 

More effective than a carbon tax? What a flex. Wonder if he intended that.

/s",2026-05-28 18:16:16.821000-05:00,0,0,0,0,opinion,True,True,True,0.050078966,low,left
at://did:plc:wnhlwfb44kfyi4gb6yc2tvbz/app.bsky.feed.post/3mmx4r3r2xc22,https://bsky.app/profile/ajsdecepida.bsky.social/post/3mmx4r3r2xc22,ajsdecepida.bsky.social,"⚡ The new sea-level study doesn’t point to mystery physics or a vague natural cycle. It points to warmer water, melting glaciers, and shrinking ice sheets — the same bill climate science has been itemizing for years. The budget is closing; the water isn’t stopping. 🌊",2026-05-28 17:59:27.194000-05:00,0,0,1,0,opinion,True,True,True,0.011435116,low,left
at://did:plc:7shrfzwpz4mmnoc73doxithq/app.bsky.feed.post/3mmz7sadqo225,https://bsky.app/profile/mark-dingman.bsky.social/post/3mmz7sadqo225,mark-dingman.bsky.social,"Just a sec: as a private individual you may take a position that might be different from the position you take as PM

I might promote the benefits of 100% clean energy as an individual while as PM acknowledging the reality that middle ground is necessary in the short to medium

Don’t do UK or USA.",2026-05-29 13:59:06.256000-05:00,0,0,0,0,opinion,True,True,True,0.016964182,low,neutral
at://did:plc:46viq7iv5ducp5e5jvsbh6mx/app.bsky.feed.post/3mmz6kklfcs2u,https://bsky.app/profile/daviddoniger.bsky.social/post/3mmz6kklfcs2u,daviddoniger.bsky.social,"“Futility” is just climate denial in a new bottle. 

President Trump recently claimed it’s getting cooler. And EPA Administrator Lee Zeldin told a conference of climate deniers that they should “celebrate vindication” now that he had granted their fondest wish.",2026-05-29 13:36:54.815000-05:00,1,0,1,0,opinion,True,True,True,0.07450261,low,left
at://did:plc:e3adzvtg56lfn3wpdlfjwnoc/app.bsky.feed.post/3mmz67rwlgs2u,https://bsky.app/profile/ecppdx.bsky.social/post/3mmz67rwlgs2u,ecppdx.bsky.social,"I'd argue it's less a ""wedge issue"" like abortion and more like taxing the rich, in that the ""wedge"" is between actual voters and the politicians who supposedly ""represent"" them.",2026-05-29 13:30:53.423000-05:00,0,0,0,0,opinion,True,True,True,0.048099842,low,left
at://did:plc:kz3wodi4q2qkin4hcqfs66kk/app.bsky.feed.post/3mmz5i3rosk2b,https://bsky.app/profile/larubia22.bsky.social/post/3mmz5i3rosk2b,larubia22.bsky.social,"We should have been the leader in championing clean, green energy. We should have led by example with investment and use of clean energy. We should have a planet recovering from dirty gas/oil. But here we are with our “shouldy” lives, led by the backward-ass ‘drill baby drill’ crew.",2026-05-29 13:17:38.443000-05:00,0,0,0,0,opinion,True,True,True,0.43720075,medium,left
at://did:plc:smtwmk5lbhomejy6cc3hqglr/app.bsky.feed.post/3mmz55en2wc2o,https://bsky.app/profile/ol-doc-j-d.bsky.social/post/3mmz55en2wc2o,ol-doc-j-d.bsky.social,"We're always going to argue about abortion. It's a hard choice and it's controversial, and that's why I'm pro-choice, because I want people to make their own choices.

          ~ Hillary Rodham",2026-05-29 13:11:38.627000-05:00,0,0,0,0,opinion,True,True,True,0.09112182,low,left
at://did:plc:6eh7cqwyws7wph3xj7bywthl/app.bsky.feed.post/3mmz54xv4ac2r,https://bsky.app/profile/markgongloff.bsky.social/post/3mmz54xv4ac2r,markgongloff.bsky.social,"What is in China is a ton of clean energy. A ton of coal, too, but the renewables are taking more of the added burden of AI etc",2026-05-29 13:11:25.261000-05:00,0,0,1,0,opinion,True,True,True,0.01847211,low,neutral
at://did:plc:jp2rl3twzm5rpxwa5bbnge6j/app.bsky.feed.post/3mmz4yl7his2u,https://bsky.app/profile/lenaisok.bsky.social/post/3mmz4yl7his2u,lenaisok.bsky.social,"plant more trees in low-income communities to mitigate temperature disparities
grants to distribute and install clean energy (like solar panels)",2026-05-29 13:08:57.751000-05:00,2,0,0,0,opinion,True,True,True,0.0131943645,low,left
at://did:plc:ajunyb5hmvbllgvrqjzi5gy5/app.bsky.feed.post/3mmz4q3yd3c2d,https://bsky.app/profile/opulenceihazit.bsky.social/post/3mmz4q3yd3c2d,opulenceihazit.bsky.social,"""I oppose the death penalty because I am Catholic"" - acceptable, say it louder for the people in the back.

""I oppose abortion because I am Catholic"" - religion has no place in politics, we have separation of church and state for a reason.

This kind of stuff shows up constantly.",2026-05-29 13:04:13.354000-05:00,0,0,0,0,opinion,True,True,True,0.14256015,medium,left
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz4p75kr52i,https://bsky.app/profile/freetailed.bsky.social/post/3mmz4p75kr52i,freetailed.bsky.social,"State mandate for 100% clean energy by 2040 and they're scrambling to meet this. Won't get rid of gas, but building out solar and wind. Current MAGA admin is not helping with this. Playing with long duration storage batteries!",2026-05-29 13:03:42.472000-05:00,0,0,1,0,opinion,True,True,True,0.02779579,low,left
at://did:plc:ioy3xvudekzsatjxokajse3m/app.bsky.feed.post/3mmz4lykh6s2v,https://bsky.app/profile/jasonwlewis.bsky.social/post/3mmz4lykh6s2v,jasonwlewis.bsky.social,There is no doubt that the clean energy sector needs to do a better job countering the false claims being made.  The reality is most folks have half formed opinions based on sound bites.  Democrats also need to do a better job as well highlighting the flow of fossil fuel money to Republicans.,2026-05-29 13:01:55.535000-05:00,0,0,0,0,opinion,True,True,True,0.04166769,low,left
at://did:plc:zfty2dfsg3woou74uazhib5t/app.bsky.feed.post/3mmz3z2go5k2r,https://bsky.app/profile/bammax.itch.io/post/3mmz3z2go5k2r,bammax.itch.io,"John McCain saved the Affordable Care Act, but Joe Biden couldn't be bothered to codify abortion rights.",2026-05-29 12:51:19.975000-05:00,1,0,0,0,opinion,True,True,True,0.057005897,low,left
at://did:plc:axpzyhl2p5zy5nmb2vppqvmd/app.bsky.feed.post/3mmz3ygvo5k27,https://bsky.app/profile/oliviamesser.bsky.social/post/3mmz3ygvo5k27,oliviamesser.bsky.social,"y’all have made me so emotional. don’t unfollow just yet -- we’re finishing one last guest essay from two mothers who almost lost their lives, and the lives of their babies, due to Texas’ abortion ban",2026-05-29 12:50:59.495000-05:00,49,8,2,0,opinion,True,True,True,0.10566349,medium,left
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3tcnwkk26,https://bsky.app/profile/neeva1.bsky.social/post/3mmz3tcnwkk26,neeva1.bsky.social,"GOP119thCongress, anything?GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, CicadaSteinvoters, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-05-29 12:48:07.274000-05:00,0,0,0,0,opinion,True,True,True,0.5559701,medium,left
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3npetnc26,https://bsky.app/profile/neeva1.bsky.social/post/3mmz3npetnc26,neeva1.bsky.social,"GOP119thCongress, 😳🙄🦇💩GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, CicadaSteinvoters, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-05-29 12:44:59.281000-05:00,0,0,0,0,opinion,True,True,True,0.6020386,medium,left
at://did:plc:auosi5l2g76gykunujwg3cga/app.bsky.feed.post/3mmz3hdhxqk2n,https://bsky.app/profile/yellowdotstudios.bsky.social/post/3mmz3hdhxqk2n,yellowdotstudios.bsky.social,"Case in point: Even Pew apparently does not understand that ""environmentally friendly"" behaviors should focus on cutting heat trapping pollution, eg: Electrification/switching to clean energy, using less plastic, eating plant-based, and supporting elected leaders who will use laws to cut pollution.",2026-05-29 12:41:25.473000-05:00,3,0,0,0,opinion,True,True,True,0.018849092,low,left
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3a522vk26,https://bsky.app/profile/neeva1.bsky.social/post/3mmz3a522vk26,neeva1.bsky.social,"GOP119thCongress, GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, CicadaSteinvoters, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-05-29 12:37:23.846000-05:00,0,0,0,0,opinion,True,True,True,0.56269526,medium,left
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz2yalsyk26,https://bsky.app/profile/neeva1.bsky.social/post/3mmz2yalsyk26,neeva1.bsky.social,"GOP119thCongress, stood by & did NOTHING! GOPSCOTUS, magaGOP, noncritical thinkers, nonDEMS, Rogan, McConnell, 35% nonvoters, EM,thieves,traitors, misogynoire, greedy2%, anti LGBTQIA+/abortion/POC/women/woke, EpsteinClass, rapists, pedos,traffickers, 2016/20/22/24 GOPvoters OWN this!🇺🇸👀😢",2026-05-29 12:32:59.138000-05:00,0,0,0,0,opinion,True,True,True,0.52139956,medium,left
at://did:plc:vtmv733c234ewi24w2edzxjd/app.bsky.feed.post/3mmz2vuwgmk2j,https://bsky.app/profile/deepbluetiffany.bsky.social/post/3mmz2vuwgmk2j,deepbluetiffany.bsky.social,"If Jesus was preaching against the laws of Rome, then he was ok with abortion, and divorce, and gay people.",2026-05-29 12:31:39.794000-05:00,0,0,0,0,opinion,True,True,True,0.4269174,medium,unclear
at://did:plc:6zuvtiklilz3ihynwdy52jn6/app.bsky.feed.post/3mmz2rvmals2p,https://bsky.app/profile/reprocaucus.bsky.social/post/3mmz2rvmals2p,reprocaucus.bsky.social,"This fund was never about “protecting” anyone — it was about rewarding anti-abortion extremists who harass providers, intimidate patients, and target health centers. 

While blocked for now, the fight to stop rewarding harmful behavior is far from over.",2026-05-29 12:29:26.292000-05:00,2,0,0,0,opinion,True,True,True,0.10826672,medium,left
at://did:plc:4ypydtsxlmkfyoyoxb26o4wd/app.bsky.feed.post/3mmz2lmwels2f,https://bsky.app/profile/booktweeting.bsky.social/post/3mmz2lmwels2f,booktweeting.bsky.social,"when I see things like this I honestly want to get pregnant and have a spite abortion

fortunately for the patient load of overburdened reproductive clinics, I’m over 60",2026-05-29 12:25:55.859000-05:00,3,0,1,0,opinion,True,True,True,0.29953843,medium,left
